847460,481476.0,1442.0,LinUCB_Disjoint_Multi,6,0.1,0.0,0.6,DAILY,1,True,0.0,True,0.0,0.0
856805,646997.0,2231.0,LinUCB_Disjoint_Multi,6,0.1,0.0,0.6,DAILY,1,True,0.0,True,0.0,0.0
866128,324883.0,619.0,LinUCB_Disjoint_Multi,6,0.1,0.0,0.6,DAILY,1,True,0.0,True,0.0,0.0
865041,266657.0,568.0,LinUCB_Disjoint_Multi,6,0.1,0.0,0.6,DAILY,1,True,0.0,True,0.0,0.0
858140,358433.0,338.0,LinUCB_Disjoint_Multi,6,0.1,0.0,0.6,DAILY,1,True,0.0,True,0.0,0.0
847460,492605.0,1463.0,LinUCB_Disjoint_Multi,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0
856805,646934.0,2251.0,LinUCB_Disjoint_Multi,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0
866128,316125.0,605.0,LinUCB_Disjoint_Multi,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0
865041,255656.0,557.0,LinUCB_Disjoint_Multi,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0
858140,367646.0,358.0,LinUCB_Disjoint_Multi,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0
847460,497844.0,1484.0,LinUCB_Disjoint_Multi,6,0.1,0.0,1,DAILY,1,True,0.0,True,0.0,0.0
856805,641851.0,2234.0,LinUCB_Disjoint_Multi,6,0.1,0.0,1,DAILY,1,True,0.0,True,0.0,0.0
866128,316090.0,606.0,LinUCB_Disjoint_Multi,6,0.1,0.0,1,DAILY,1,True,0.0,True,0.0,0.0
865041,257617.0,549.0,LinUCB_Disjoint_Multi,6,0.1,0.0,1,DAILY,1,True,0.0,True,0.0,0.0
858140,348830.0,332.0,LinUCB_Disjoint_Multi,6,0.1,0.0,1,DAILY,1,True,0.0,True,0.0,0.0
847460,497844.0,1484.0,LinUCB_Disjoint_Multi,6,0.1,0.0,1,DAILY,1,False,0.1,True,0.0,0.0
856805,641851.0,2234.0,LinUCB_Disjoint_Multi,6,0.1,0.0,1,DAILY,1,False,0.1,True,0.0,0.0
866128,316090.0,606.0,LinUCB_Disjoint_Multi,6,0.1,0.0,1,DAILY,1,False,0.1,True,0.0,0.0
865041,257617.0,549.0,LinUCB_Disjoint_Multi,6,0.1,0.0,1,DAILY,1,False,0.1,True,0.0,0.0
858140,348830.0,332.0,LinUCB_Disjoint_Multi,6,0.1,0.0,1,DAILY,1,False,0.1,True,0.0,0.0
847460,497844.0,1484.0,LinUCB_Disjoint_Multi,6,0.1,0.0,1,DAILY,1,False,0.2,True,0.0,0.0
856805,641851.0,2234.0,LinUCB_Disjoint_Multi,6,0.1,0.0,1,DAILY,1,False,0.2,True,0.0,0.0
